注灵ID	注灵类型	法宝ID	备注	境界等级	需要角色等级	注灵材料	位置参数	前置注灵ID	力量	智慧	根骨	体魄	敏捷	身法	生命值	物理攻击	法术攻击	治疗强度	物理防御	法术防御	额外伤害	伤害减免	暴击等级	暴击伤害等级	暴击防御等级	暴击伤害减免等级	命中等级	回避等级	招架等级	物理穿透等级	法术穿透等级	全属性抗性	金抗性	木抗性	水抗性	火抗性	土抗性	金伤害	木伤害	水伤害	火伤害	土伤害
31561	2	305	玄武之沂	6	50	1903;5	15	30561							240																											
31562	2	305	玄武之沂	6	50	1903;5	17	30562											30	30																						
31563	2	305	玄武之沂	6	50	1903;5	19	30564															15				18		15													
30571	1	305	玄武之沂	7	50	1901;30,1902;1	1				11																															
30572	1	305	玄武之沂	7	50	1901;30,1902;1	4	30571			11																															
30573	1	305	玄武之沂	7	50	1901;30,1902;1	7	30572				11																														
30574	1	305	玄武之沂	7	50	1901;30,1902;1	10	30573					11																													
30575	1	305	玄武之沂	7	50	1901;30,1902;1	11	30574			11																															
30576	1	305	玄武之沂	7	50	1901;30,1902;1	14	30575		11																																
31571	2	305	玄武之沂	7	50	1903;6	13	30572															23						23													
31572	2	305	玄武之沂	7	50	1903;6	15	30573																45	23																	
31573	2	305	玄武之沂	7	50	1903;6	17	30574																			27		23													
30581	1	305	玄武之沂	8	50	1901;40,1902;2	3				12																															
30582	1	305	玄武之沂	8	50	1901;40,1902;2	4	30581			12																															
30583	1	305	玄武之沂	8	50	1901;40,1902;2	6	30582				12																														
30584	1	305	玄武之沂	8	50	1901;40,1902;2	8	30583					12																													
30585	1	305	玄武之沂	8	50	1901;40,1902;2	10	30584					12																													
30586	1	305	玄武之沂	8	50	1901;40,1902;2	13	30585	12																																	
31581	2	305	玄武之沂	8	50	1903;7	16	30581															15	30					15													
31582	2	305	玄武之沂	8	50	1903;7	20	30582																30	15		18															
31583	2	305	玄武之沂	8	50	1903;7	21	30583															15		15		18															
30591	1	305	玄武之沂	9	50	1901;40,1902;3	1				13																															
30592	1	305	玄武之沂	9	50	1901;40,1902;3	3	30591			13																															
30593	1	305	玄武之沂	9	50	1901;40,1902;3	4	30592				13																														
30594	1	305	玄武之沂	9	50	1901;40,1902;3	10	30593					13																													
30595	1	305	玄武之沂	9	50	1901;40,1902;3	12	30594			13																															
30596	1	305	玄武之沂	9	50	1901;40,1902;3	16	30595					13																													
31591	2	305	玄武之沂	9	50	1903;7	17	30593															23						23													
31592	2	305	玄武之沂	9	50	1903;7	18	30594																45	23																	
31593	2	305	玄武之沂	9	50	1903;7	20	30595																			27		23													
30601	1	306	青龙灵珠	0	50	1901;2	1				4																															
30602	1	306	青龙灵珠	0	50	1901;2	3	30601			4																															
30603	1	306	青龙灵珠	0	50	1901;2	4	30602			4																															
30604	1	306	青龙灵珠	0	50	1901;2	7	30603						4																												
30605	1	306	青龙灵珠	0	50	1901;2	12	30604						4																												
30606	1	306	青龙灵珠	0	50	1901;2	16	30605		4																																
30611	1	306	青龙灵珠	1	50	1901;5	2				5																															
30612	1	306	青龙灵珠	1	50	1901;5	5	30611			5																															
30613	1	306	青龙灵珠	1	50	1901;5	8	30612			5																															
30614	1	306	青龙灵珠	1	50	1901;5	11	30613		5																																
30615	1	306	青龙灵珠	1	50	1901;5	14	30614				5																														
30616	1	306	青龙灵珠	1	50	1901;5	16	30615						5																												
30621	1	306	青龙灵珠	2	50	1901;10	3				6																															
30622	1	306	青龙灵珠	2	50	1901;10	8	30621			6																															
30623	1	306	青龙灵珠	2	50	1901;10	11	30622				6																														
30624	1	306	青龙灵珠	2	50	1901;10	13	30623			6																															
30625	1	306	青龙灵珠	2	50	1901;10	15	30624		6																																
30626	1	306	青龙灵珠	2	50	1901;10	16	30625						6																												
31621	2	306	青龙灵珠	2	50	1903;1	18	30621												40																						
31622	2	306	青龙灵珠	2	50	1903;1	19	30623							120						12																					
31623	2	306	青龙灵珠	2	50	1903;1	21	30625															15		15														45			
30631	1	306	青龙灵珠	3	50	1901;10	3				7																															
30632	1	306	青龙灵珠	3	50	1901;10	5	30631			7																															
30633	1	306	青龙灵珠	3	50	1901;10	6	30632				7																														
30634	1	306	青龙灵珠	3	50	1901;10	7	30633		7																																
30635	1	306	青龙灵珠	3	50	1901;10	9	30634						7																												
30636	1	306	青龙灵珠	3	50	1901;10	11	30635						7																												
31631	2	306	青龙灵珠	3	50	1903;2	12	30631												40																						
31632	2	306	青龙灵珠	3	50	1903;2	16	30632							120						12																					
31633	2	306	青龙灵珠	3	50	1903;2	18	30633															15		15														45			
30641	1	306	青龙灵珠	4	50	1901;20	1				8																															
30642	1	306	青龙灵珠	4	50	1901;20	3	30641			8																															
30643	1	306	青龙灵珠	4	50	1901;20	4	30642				8																														
30644	1	306	青龙灵珠	4	50	1901;20	6	30643		8																																
30645	1	306	青龙灵珠	4	50	1901;20	7	30644						8																												
30646	1	306	青龙灵珠	4	50	1901;20	12	30645						8																												
31641	2	306	青龙灵珠	4	50	1903;3	15	30643												30				30																		
31642	2	306	青龙灵珠	4	50	1903;3	18	30644							120						12																					
31643	2	306	青龙灵珠	4	50	1903;3	19	30645															15		15														45			
30651	1	306	青龙灵珠	5	50	1901;50	2				9																															
30652	1	306	青龙灵珠	5	50	1901;50	4	30651			9																															
30653	1	306	青龙灵珠	5	50	1901;50	6	30652						9																												
30654	1	306	青龙灵珠	5	50	1901;50	8	30653						9																												
30655	1	306	青龙灵珠	5	50	1901;50	10	30654		9																																
30656	1	306	青龙灵珠	5	50	1901;50	12	30655		9																																
31651	2	306	青龙灵珠	5	50	1903;4	14	30652																45	23																	
31652	2	306	青龙灵珠	5	50	1903;4	16	30653							120						12																					
31653	2	306	青龙灵珠	5	50	1903;4	18	30654													8		15			30																
30661	1	306	青龙灵珠	6	50	1901;30,1902;1	3				10																															
30662	1	306	青龙灵珠	6	50	1901;30,1902;1	5	30661			10																															
30663	1	306	青龙灵珠	6	50	1901;30,1902;1	7	30662					10																													
30664	1	306	青龙灵珠	6	50	1901;30,1902;1	9	30663		10																																
30665	1	306	青龙灵珠	6	50	1901;30,1902;1	11	30664						10																												
30666	1	306	青龙灵珠	6	50	1901;30,1902;1	13	30665		10																																
31661	2	306	青龙灵珠	6	50	1903;5	15	30661													12					45																
31662	2	306	青龙灵珠	6	50	1903;5	17	30662							120								23		23																	
31663	2	306	青龙灵珠	6	50	1903;5	19	30664																45		45																
30671	1	306	青龙灵珠	7	50	1901;30,1902;1	1				11																															
30672	1	306	青龙灵珠	7	50	1901;30,1902;1	4	30671			11																															
30673	1	306	青龙灵珠	7	50	1901;30,1902;1	7	30672	11																																	
30674	1	306	青龙灵珠	7	50	1901;30,1902;1	10	30673		11																																
30675	1	306	青龙灵珠	7	50	1901;30,1902;1	11	30674					11																													
30676	1	306	青龙灵珠	7	50	1901;30,1902;1	14	30675		11																																
31671	2	306	青龙灵珠	7	50	1903;6	13	30672													12					45																
31672	2	306	青龙灵珠	7	50	1903;6	15	30673							80								15		15																	
31673	2	306	青龙灵珠	7	50	1903;6	17	30674																	23	45																
30681	1	306	青龙灵珠	8	50	1901;40,1902;2	3				12																															
30682	1	306	青龙灵珠	8	50	1901;40,1902;2	4	30681			12																															
30683	1	306	青龙灵珠	8	50	1901;40,1902;2	6	30682			12																															
30684	1	306	青龙灵珠	8	50	1901;40,1902;2	8	30683		12																																
30685	1	306	青龙灵珠	8	50	1901;40,1902;2	10	30684					12																													
30686	1	306	青龙灵珠	8	50	1901;40,1902;2	13	30685					12																													
31681	2	306	青龙灵珠	8	50	1903;7	16	30681													12					45																
31682	2	306	青龙灵珠	8	50	1903;7	20	30682																45	23																	
31683	2	306	青龙灵珠	8	50	1903;7	21	30683															23			45																
30691	1	306	青龙灵珠	9	50	1901;40,1902;3	1				13																															
30692	1	306	青龙灵珠	9	50	1901;40,1902;3	3	30691			13																															
30693	1	306	青龙灵珠	9	50	1901;40,1902;3	4	30692	13																																	
30694	1	306	青龙灵珠	9	50	1901;40,1902;3	10	30693			13																															
30695	1	306	青龙灵珠	9	50	1901;40,1902;3	12	30694					13																													
30696	1	306	青龙灵珠	9	50	1901;40,1902;3	16	30695					13																													
31691	2	306	青龙灵珠	9	50	1903;7	17	30693																		45																
31692	2	306	青龙灵珠	9	50	1903;7	18	30694																45	23																	
31693	2	306	青龙灵珠	9	50	1903;7	20	30695															23	45																		
30701	1	307	乾坤袋	0	50	1901;2	1		4																																	
30702	1	307	乾坤袋	0	50	1901;2	3	30701		4																																
30703	1	307	乾坤袋	0	50	1901;2	4	30702			4																															
30704	1	307	乾坤袋	0	50	1901;2	7	30703				4																														
30705	1	307	乾坤袋	0	50	1901;2	12	30704					4																													
30706	1	307	乾坤袋	0	50	1901;2	16	30705						4																												
30711	1	307	乾坤袋	1	50	1901;5	2		5																																	
30712	1	307	乾坤袋	1	50	1901;5	5	30711		5																																
30713	1	307	乾坤袋	1	50	1901;5	8	30712			5																															
30714	1	307	乾坤袋	1	50	1901;5	11	30713				5																														
30715	1	307	乾坤袋	1	50	1901;5	14	30714					5																													
30716	1	307	乾坤袋	1	50	1901;5	16	30715						5																												
30721	1	307	乾坤袋	2	50	1901;10	3		6																																	
30722	1	307	乾坤袋	2	50	1901;10	8	30721		6																																
30723	1	307	乾坤袋	2	50	1901;10	11	30722			6																															
30724	1	307	乾坤袋	2	50	1901;10	13	30723				6																														
30725	1	307	乾坤袋	2	50	1901;10	15	30724					6																													
30726	1	307	乾坤袋	2	50	1901;10	16	30725						6																												
31721	2	307	乾坤袋	2	50	1903;1	18	30721								15	15										27															
31722	2	307	乾坤袋	2	50	1903;1	19	30723											30	30																						
31723	2	307	乾坤袋	2	50	1903;1	21	30725													12											11										
30731	1	307	乾坤袋	3	50	1901;10	3		7																																	
30732	1	307	乾坤袋	3	50	1901;10	5	30731		7																																
30733	1	307	乾坤袋	3	50	1901;10	6	30732			7																															
30734	1	307	乾坤袋	3	50	1901;10	7	30733				7																														
30735	1	307	乾坤袋	3	50	1901;10	9	30734					7																													
30736	1	307	乾坤袋	3	50	1901;10	11	30735						7																												
31731	2	307	乾坤袋	3	50	1903;2	12	30731								15	15										27															
31732	2	307	乾坤袋	3	50	1903;2	16	30732											30	30																						
31733	2	307	乾坤袋	3	50	1903;2	18	30733													12											11										
30741	1	307	乾坤袋	4	50	1901;20	1		8																																	
30742	1	307	乾坤袋	4	50	1901;20	3	30741		8																																
30743	1	307	乾坤袋	4	50	1901;20	4	30742			8																															
30744	1	307	乾坤袋	4	50	1901;20	6	30743				8																														
30745	1	307	乾坤袋	4	50	1901;20	7	30744					8																													
30746	1	307	乾坤袋	4	50	1901;20	12	30745						8																												
31741	2	307	乾坤袋	4	50	1903;3	15	30743								15	15										27															
31742	2	307	乾坤袋	4	50	1903;3	18	30744											30	30																						
31743	2	307	乾坤袋	4	50	1903;3	19	30745													12											11										
30751	1	307	乾坤袋	5	50	1901;50	2		9																																	
30752	1	307	乾坤袋	5	50	1901;50	4	30751		9																																
30753	1	307	乾坤袋	5	50	1901;50	6	30752			9																															
30754	1	307	乾坤袋	5	50	1901;50	8	30753				9																														
30755	1	307	乾坤袋	5	50	1901;50	10	30754					9																													
30756	1	307	乾坤袋	5	50	1901;50	12	30755						9																												
31751	2	307	乾坤袋	5	50	1903;4	14	30752								15	15										27															
31752	2	307	乾坤袋	5	50	1903;4	16	30753											30	30																						
31753	2	307	乾坤袋	5	50	1903;4	18	30754													12											11										
30761	1	307	乾坤袋	6	50	1901;30,1902;1	3		10																																	
30762	1	307	乾坤袋	6	50	1901;30,1902;1	5	30761		10																																
30763	1	307	乾坤袋	6	50	1901;30,1902;1	7	30762			10																															
30764	1	307	乾坤袋	6	50	1901;30,1902;1	9	30763				10																														
30765	1	307	乾坤袋	6	50	1901;30,1902;1	11	30764					10																													
30766	1	307	乾坤袋	6	50	1901;30,1902;1	13	30765						10																												
31761	2	307	乾坤袋	6	50	1903;5	15	30761								15	15										27															
31762	2	307	乾坤袋	6	50	1903;5	17	30762											30	30																						
31763	2	307	乾坤袋	6	50	1903;5	19	30764													12											11										
30771	1	307	乾坤袋	7	50	1901;30,1902;1	1		11																																	
30772	1	307	乾坤袋	7	50	1901;30,1902;1	4	30771		11																																
30773	1	307	乾坤袋	7	50	1901;30,1902;1	7	30772			11																															
30774	1	307	乾坤袋	7	50	1901;30,1902;1	10	30773				11																														
30775	1	307	乾坤袋	7	50	1901;30,1902;1	11	30774					11																													
30776	1	307	乾坤袋	7	50	1901;30,1902;1	14	30775						11																												
31771	2	307	乾坤袋	7	50	1903;6	13	30772								15	15										27															
31772	2	307	乾坤袋	7	50	1903;6	15	30773											30	30																						
31773	2	307	乾坤袋	7	50	1903;6	17	30774													12											11										
30781	1	307	乾坤袋	8	50	1901;40,1902;2	3		12																																	
30782	1	307	乾坤袋	8	50	1901;40,1902;2	4	30781		12																																
30783	1	307	乾坤袋	8	50	1901;40,1902;2	6	30782			12																															
30784	1	307	乾坤袋	8	50	1901;40,1902;2	8	30783				12																														
30785	1	307	乾坤袋	8	50	1901;40,1902;2	10	30784					12																													
30786	1	307	乾坤袋	8	50	1901;40,1902;2	13	30785						12																												
31781	2	307	乾坤袋	8	50	1903;7	16	30781								15	15										27															
31782	2	307	乾坤袋	8	50	1903;7	20	30782											30	30																						
31783	2	307	乾坤袋	8	50	1903;7	21	30783													12											11										
30791	1	307	乾坤袋	9	50	1901;40,1902;3	1		13																																	
30792	1	307	乾坤袋	9	50	1901;40,1902;3	3	30791		13																																
30793	1	307	乾坤袋	9	50	1901;40,1902;3	4	30792			13																															
30794	1	307	乾坤袋	9	50	1901;40,1902;3	10	30793				13																														
30795	1	307	乾坤袋	9	50	1901;40,1902;3	12	30794					13																													
30796	1	307	乾坤袋	9	50	1901;40,1902;3	16	30795						13																												
31791	2	307	乾坤袋	9	50	1903;7	17	30793								15	15										27															
31792	2	307	乾坤袋	9	50	1903;7	18	30794											30	30																						
31793	2	307	乾坤袋	9	50	1903;7	20	30795													12											11										
30801	1	308	阴阳镜	0	50	1901;2	1					4																														
30802	1	308	阴阳镜	0	50	1901;2	3	30801				4																														
30803	1	308	阴阳镜	0	50	1901;2	4	30802				4																														
30804	1	308	阴阳镜	0	50	1901;2	7	30803		4																																
30805	1	308	阴阳镜	0	50	1901;2	12	30804						4																												
30806	1	308	阴阳镜	0	50	1901;2	16	30805		4																																
30811	1	308	阴阳镜	1	50	1901;5	2					5																														
30812	1	308	阴阳镜	1	50	1901;5	5	30811				5																														
30813	1	308	阴阳镜	1	50	1901;5	8	30812				5																														
30814	1	308	阴阳镜	1	50	1901;5	11	30813		5																																
30815	1	308	阴阳镜	1	50	1901;5	14	30814						5																												
30816	1	308	阴阳镜	1	50	1901;5	16	30815						5																												
30821	1	308	阴阳镜	2	50	1901;10	3					6																														
30822	1	308	阴阳镜	2	50	1901;10	8	30821				6																														
30823	1	308	阴阳镜	2	50	1901;10	11	30822				6																														
30824	1	308	阴阳镜	2	50	1901;10	13	30823						6																												
30825	1	308	阴阳镜	2	50	1901;10	15	30824		6																																
30826	1	308	阴阳镜	2	50	1901;10	16	30825		6																																
31821	2	308	阴阳镜	2	50	1903;1	18	30821									10											15														
31822	2	308	阴阳镜	2	50	1903;1	19	30823																																		
31823	2	308	阴阳镜	2	50	1903;1	21	30825											10	10								30														
30831	1	308	阴阳镜	3	50	1901;10	3					7																														
30832	1	308	阴阳镜	3	50	1901;10	5	30831				7																														
30833	1	308	阴阳镜	3	50	1901;10	6	30832		7																																
30834	1	308	阴阳镜	3	50	1901;10	7	30833		7																																
30835	1	308	阴阳镜	3	50	1901;10	9	30834						7																												
30836	1	308	阴阳镜	3	50	1901;10	11	30835						7																												
31831	2	308	阴阳镜	3	50	1903;2	12	30831									10											15														
31832	2	308	阴阳镜	3	50	1903;2	16	30832																																		
31833	2	308	阴阳镜	3	50	1903;2	18	30833											10	10								30														
30841	1	308	阴阳镜	4	50	1901;20	1					8																														
30842	1	308	阴阳镜	4	50	1901;20	3	30841				8																														
30843	1	308	阴阳镜	4	50	1901;20	4	30842				8																														
30844	1	308	阴阳镜	4	50	1901;20	6	30843		8																																
30845	1	308	阴阳镜	4	50	1901;20	7	30844			8																															
30846	1	308	阴阳镜	4	50	1901;20	12	30845						8																												
31841	2	308	阴阳镜	4	50	1903;3	15	30843									10											15														
31842	2	308	阴阳镜	4	50	1903;3	18	30844																																		
31843	2	308	阴阳镜	4	50	1903;3	19	30845											10	10								30														
30851	1	308	阴阳镜	5	50	1901;50	2					9																														
30852	1	308	阴阳镜	5	50	1901;50	4	30851				9																														
30853	1	308	阴阳镜	5	50	1901;50	6	30852				9																														
30854	1	308	阴阳镜	5	50	1901;50	8	30853		9																																
30855	1	308	阴阳镜	5	50	1901;50	10	30854						9																												
30856	1	308	阴阳镜	5	50	1901;50	12	30855			9																															
31851	2	308	阴阳镜	5	50	1903;4	14	30852									10											15														
31852	2	308	阴阳镜	5	50	1903;4	16	30853																																		
31853	2	308	阴阳镜	5	50	1903;4	18	30854											10	10								30														
30861	1	308	阴阳镜	6	50	1901;30,1902;1	3					10																														
30862	1	308	阴阳镜	6	50	1901;30,1902;1	5	30861				10																														
30863	1	308	阴阳镜	6	50	1901;30,1902;1	7	30862				10																														
30864	1	308	阴阳镜	6	50	1901;30,1902;1	9	30863		10																																
30865	1	308	阴阳镜	6	50	1901;30,1902;1	11	30864						10																												
30866	1	308	阴阳镜	6	50	1901;30,1902;1	13	30865						10																												
31861	2	308	阴阳镜	6	50	1903;5	15	30861									20																									
31862	2	308	阴阳镜	6	50	1903;5	17	30862							160													15														
31863	2	308	阴阳镜	6	50	1903;5	19	30864											20	20								15														
30871	1	308	阴阳镜	7	50	1901;30,1902;1	1					11																														
30872	1	308	阴阳镜	7	50	1901;30,1902;1	4	30871				11																														
30873	1	308	阴阳镜	7	50	1901;30,1902;1	7	30872		11																																
30874	1	308	阴阳镜	7	50	1901;30,1902;1	10	30873						11																												
30875	1	308	阴阳镜	7	50	1901;30,1902;1	11	30874			11																															
30876	1	308	阴阳镜	7	50	1901;30,1902;1	14	30875						11																												
31871	2	308	阴阳镜	7	50	1903;6	13	30872									20																									
31872	2	308	阴阳镜	7	50	1903;6	15	30873							160													15														
31873	2	308	阴阳镜	7	50	1903;6	17	30874											20	20								15														
30881	1	308	阴阳镜	8	50	1901;40,1902;2	3					12																														
30882	1	308	阴阳镜	8	50	1901;40,1902;2	4	30881				12																														
30883	1	308	阴阳镜	8	50	1901;40,1902;2	6	30882		12																																
30884	1	308	阴阳镜	8	50	1901;40,1902;2	8	30883						12																												
30885	1	308	阴阳镜	8	50	1901;40,1902;2	10	30884			12																															
30886	1	308	阴阳镜	8	50	1901;40,1902;2	13	30885						12																												
31881	2	308	阴阳镜	8	50	1903;7	16	30881									20						15																			
31882	2	308	阴阳镜	8	50	1903;7	20	30882							160													15														
31883	2	308	阴阳镜	8	50	1903;7	21	30883											20	20								15														
30891	1	308	阴阳镜	9	50	1901;40,1902;3	1					13																														
30892	1	308	阴阳镜	9	50	1901;40,1902;3	3	30891				13																														
30893	1	308	阴阳镜	9	50	1901;40,1902;3	4	30892		13																																
30894	1	308	阴阳镜	9	50	1901;40,1902;3	10	30893			13																															
30895	1	308	阴阳镜	9	50	1901;40,1902;3	12	30894				13																														
30896	1	308	阴阳镜	9	50	1901;40,1902;3	16	30895						13																												
31891	2	308	阴阳镜	9	50	1903;7	17	30893									10						30																			
31892	2	308	阴阳镜	9	50	1903;7	18	30894									10						30																			
31893	2	308	阴阳镜	9	50	1903;7	20	30895											20	20			15																			
40101	1	401	盘古斧	0	50	1901;2	1		4																																	
40102	1	401	盘古斧	0	50	1901;2	3	40101	4																																	
40103	1	401	盘古斧	0	50	1901;2	4	40102	4																																	
40104	1	401	盘古斧	0	50	1901;2	7	40103			4																															
40105	1	401	盘古斧	0	50	1901;2	12	40104			4																															
40106	1	401	盘古斧	0	50	1901;2	16	40105				4																														
40107	1	401	盘古斧	0	50	1901;2	18	40106					4																													
40108	1	401	盘古斧	0	50	1901;2	20	40107					4																													
40111	1	401	盘古斧	1	50	1901;5	2		5																																	
40112	1	401	盘古斧	1	50	1901;5	3	40111	5																																	
40113	1	401	盘古斧	1	50	1901;5	4	40112	5																																	
40114	1	401	盘古斧	1	50	1901;5	6	40113			5																															
40115	1	401	盘古斧	1	50	1901;5	11	40114			5																															
40116	1	401	盘古斧	1	50	1901;5	14	40115				5																														
40117	1	401	盘古斧	1	50	1901;5	16	40116	5																																	
40118	1	401	盘古斧	1	50	1901;5	19	40117					5																													
40121	1	401	盘古斧	2	50	1901;10	1		6																																	
40122	1	401	盘古斧	2	50	1901;10	2	40121	6																																	
40123	1	401	盘古斧	2	50	1901;10	5	40122	6																																	
40124	1	401	盘古斧	2	50	1901;10	7	40123			6																															
40125	1	401	盘古斧	2	50	1901;10	9	40124			6																															
40126	1	401	盘古斧	2	50	1901;10	11	40125	6																																	
40127	1	401	盘古斧	2	50	1901;10	13	40126					6																													
40128	1	401	盘古斧	2	50	1901;10	15	40127						6																												
41121	2	401	盘古斧	2	50	1903;1	17	40121	15							15																										
41122	2	401	盘古斧	2	50	1903;1	19	40123															23				27															
41123	2	401	盘古斧	2	50	1903;1	20	40125																	23				23													
41124	2	401	盘古斧	2	50	1903;1	21	40127								15											27															
40131	1	401	盘古斧	3	50	1901;10	3		7																																	
40132	1	401	盘古斧	3	50	1901;10	4	40131	7																																	
40133	1	401	盘古斧	3	50	1901;10	6	40132	7																																	
40134	1	401	盘古斧	3	50	1901;10	7	40133			7																															
40135	1	401	盘古斧	3	50	1901;10	9	40134			7																															
40136	1	401	盘古斧	3	50	1901;10	11	40135				7																														
40137	1	401	盘古斧	3	50	1901;10	12	40136	7																																	
40138	1	401	盘古斧	3	50	1901;10	14	40137					7																													
41131	2	401	盘古斧	3	50	1903;2	16	40132	15							15																										
41132	2	401	盘古斧	3	50	1903;2	17	40134															23				27															
41133	2	401	盘古斧	3	50	1903;2	18	40136																	23				23													
41134	2	401	盘古斧	3	50	1903;2	20	40138								15							23																			
40141	1	401	盘古斧	4	50	1901;20	3		8																																	
40142	1	401	盘古斧	4	50	1901;20	4	40141	8																																	
40143	1	401	盘古斧	4	50	1901;20	6	40142	8																																	
40144	1	401	盘古斧	4	50	1901;20	7	40143			8																															
40145	1	401	盘古斧	4	50	1901;20	9	40144			8																															
40146	1	401	盘古斧	4	50	1901;20	11	40145				8																														
40147	1	401	盘古斧	4	50	1901;20	12	40146					8																													
40148	1	401	盘古斧	4	50	1901;20	14	40147						8																												
41141	2	401	盘古斧	4	50	1903;3	16	40141	15							15																										
41142	2	401	盘古斧	4	50	1903;3	17	40144															23				27															
41143	2	401	盘古斧	4	50	1903;3	18	40147																	23				23													
41144	2	401	盘古斧	4	50	1903;3	20	40148								15											27															
40151	1	401	盘古斧	5	50	1901;50	3		9																																	
40152	1	401	盘古斧	5	50	1901;50	4	40151	9																																	
40153	1	401	盘古斧	5	50	1901;50	6	40152	9																																	
40154	1	401	盘古斧	5	50	1901;50	7	40153			9																															
40155	1	401	盘古斧	5	50	1901;50	9	40154			9																															
40156	1	401	盘古斧	5	50	1901;50	11	40155				9																														
40157	1	401	盘古斧	5	50	1901;50	12	40156	9																																	
40158	1	401	盘古斧	5	50	1901;50	14	40157					9																													
41151	2	401	盘古斧	5	50	1903;4	16	40153	15							15																										
41152	2	401	盘古斧	5	50	1903;4	17	40154															23				27															
41153	2	401	盘古斧	5	50	1903;4	18	40155																	23				23													
41154	2	401	盘古斧	5	50	1903;4	20	40156								15							23																			
40161	1	401	盘古斧	6	50	1901;30,1902;1	3		10																																	
40162	1	401	盘古斧	6	50	1901;30,1902;1	4	40161	10																																	
40163	1	401	盘古斧	6	50	1901;30,1902;1	6	40162	10																																	
40164	1	401	盘古斧	6	50	1901;30,1902;1	7	40163			10																															
40165	1	401	盘古斧	6	50	1901;30,1902;1	9	40164			10																															
40166	1	401	盘古斧	6	50	1901;30,1902;1	11	40165				10																														
40167	1	401	盘古斧	6	50	1901;30,1902;1	12	40166					10																													
40168	1	401	盘古斧	6	50	1901;30,1902;1	14	40167						10																												
41161	2	401	盘古斧	6	50	1903;5	16	40162								15										45																
41162	2	401	盘古斧	6	50	1903;5	17	40163															23				27															
41163	2	401	盘古斧	6	50	1903;5	18	40166	10																15				15													
41164	2	401	盘古斧	6	50	1903;5	20	40167																						45												
40171	1	401	盘古斧	7	50	1901;30,1902;1	3		11																																	
40172	1	401	盘古斧	7	50	1901;30,1902;1	4	40171	11																																	
40173	1	401	盘古斧	7	50	1901;30,1902;1	6	40172	11																																	
40174	1	401	盘古斧	7	50	1901;30,1902;1	7	40173			11																															
40175	1	401	盘古斧	7	50	1901;30,1902;1	9	40174			11																															
40176	1	401	盘古斧	7	50	1901;30,1902;1	11	40175				11																														
40177	1	401	盘古斧	7	50	1901;30,1902;1	12	40176					11																													
40178	1	401	盘古斧	7	50	1901;30,1902;1	14	40177						11																												
41171	2	401	盘古斧	7	50	1903;6	16	40171								10									15	30																
41172	2	401	盘古斧	7	50	1903;6	17	40174															23				27															
41173	2	401	盘古斧	7	50	1903;6	18	40175																						45												
41174	2	401	盘古斧	7	50	1903;6	20	40178																	15	30			15													
40181	1	401	盘古斧	8	50	1901;40,1902;2	3		12																																	
40182	1	401	盘古斧	8	50	1901;40,1902;2	4	40181	12																																	
40183	1	401	盘古斧	8	50	1901;40,1902;2	6	40182	12																																	
40184	1	401	盘古斧	8	50	1901;40,1902;2	7	40183			12																															
40185	1	401	盘古斧	8	50	1901;40,1902;2	9	40184			12																															
40186	1	401	盘古斧	8	50	1901;40,1902;2	11	40185				12																														
40187	1	401	盘古斧	8	50	1901;40,1902;2	12	40186					12																													
40188	1	401	盘古斧	8	50	1901;40,1902;2	14	40187					12																													
41181	2	401	盘古斧	8	50	1903;7	16	40183																						45												
41182	2	401	盘古斧	8	50	1903;7	17	40184															15		15	30																
41183	2	401	盘古斧	8	50	1903;7	18	40186															15		15	30																
41184	2	401	盘古斧	8	50	1903;7	20	40187																						45												
40191	1	401	盘古斧	9	50	1901;40,1902;3	3		13																																	
40192	1	401	盘古斧	9	50	1901;40,1902;3	4	40191	13																																	
40193	1	401	盘古斧	9	50	1901;40,1902;3	6	40192	13																																	
40194	1	401	盘古斧	9	50	1901;40,1902;3	7	40193			13																															
40195	1	401	盘古斧	9	50	1901;40,1902;3	9	40194			13																															
40196	1	401	盘古斧	9	50	1901;40,1902;3	11	40195	13																																	
40197	1	401	盘古斧	9	50	1901;40,1902;3	12	40196	13																																	
40198	1	401	盘古斧	9	50	1901;40,1902;3	14	40197					13																													
41191	2	401	盘古斧	9	50	1903;7	16	40195																						45												
41192	2	401	盘古斧	9	50	1903;7	17	40196								15							23																			
41193	2	401	盘古斧	9	50	1903;7	18	40197															23			45																
41194	2	401	盘古斧	9	50	1903;7	20	40198																	15	30				15												
40201	1	402	东皇钟	0	50	1901;2	1			4																																
40202	1	402	东皇钟	0	50	1901;2	3	40201			4																															
40203	1	402	东皇钟	0	50	1901;2	4	40202		4																																
40204	1	402	东皇钟	0	50	1901;2	7	40203				4																														
40205	1	402	东皇钟	0	50	1901;2	12	40204		4																																
40206	1	402	东皇钟	0	50	1901;2	16	40205					4																													
40207	1	402	东皇钟	0	50	1901;2	18	40206					4																													
40208	1	402	东皇钟	0	50	1901;2	20	40207						4																												
40211	1	402	东皇钟	1	50	1901;5	2			5																																
40212	1	402	东皇钟	1	50	1901;5	3	40211					5																													
40213	1	402	东皇钟	1	50	1901;5	4	40212				5																														
40214	1	402	东皇钟	1	50	1901;5	6	40213		5																																
40215	1	402	东皇钟	1	50	1901;5	11	40214					5																													
40216	1	402	东皇钟	1	50	1901;5	14	40215		5																																
