职业	等级	力量	智慧	根骨	体魄	敏捷	身法	生命值	物理攻击	法术攻击	物理防御	法术防御	真气	护体	护体恢复	灵力	生命恢复	移动速度
6	52	113	61	164	61	61	61	1310	50	0	0	0	10	100		300		5
6	53	115	62	168	62	62	62	1339	50	0	0	0	10	100		300		5
6	54	118	63	171	63	63	63	1368	50	0	0	0	10	100		300		5
6	55	120	64	175	64	64	64	1397	50	0	0	0	10	100		300		5
6	56	122	65	179	65	65	65	1426	50	0	0	0	10	100		300		5
6	57	125	66	182	66	66	66	1454	50	0	0	0	10	100		300		5
6	58	127	67	186	67	67	67	1483	50	0	0	0	10	100		300		5
6	59	130	68	189	68	68	68	1512	50	0	0	0	10	100		300		5
6	60	132	69	193	69	69	69	1541	50	0	0	0	10	100		300		5
6	61	136	70	198	70	70	70	1584	50	0	0	0	10	100		300		5
6	62	139	71	204	71	71	71	1627	50	0	0	0	10	100		300		5
6	63	143	72	209	72	72	72	1670	50	0	0	0	10	100		300		5
6	64	146	73	215	73	73	73	1714	50	0	0	0	10	100		300		5
6	65	150	74	220	74	74	74	1757	50	0	0	0	10	100		300		5
6	66	154	75	225	75	75	75	1800	50	0	0	0	10	100		300		5
6	67	157	76	231	76	76	76	1843	50	0	0	0	10	100		300		5
6	68	161	77	236	77	77	77	1886	50	0	0	0	10	100		300		5
6	69	164	78	242	78	78	78	1930	50	0	0	0	10	100		300		5
6	70	168	79	247	79	79	79	1973	50	0	0	0	10	100		300		5
6	71	172	80	252	80	80	80	2016	50	0	0	0	10	100		300		5
6	72	175	81	258	81	81	81	2059	50	0	0	0	10	100		300		5
6	73	179	82	263	82	82	82	2102	50	0	0	0	10	100		300		5
6	74	182	83	269	83	83	83	2146	50	0	0	0	10	100		300		5
6	75	186	84	274	84	84	84	2189	50	0	0	0	10	100		300		5
6	76	190	85	279	85	85	85	2232	50	0	0	0	10	100		300		5
6	77	193	86	285	86	86	86	2275	50	0	0	0	10	100		300		5
6	78	197	87	290	87	87	87	2318	50	0	0	0	10	100		300		5
6	79	200	88	296	88	88	88	2362	50	0	0	0	10	100		300		5
6	80	204	89	301	89	89	89	2405	50	0	0	0	10	100		300		5
6	81	208	90	306	90	90	90	2448	50	0	0	0	10	100		300		5
6	82	211	91	312	91	91	91	2491	50	0	0	0	10	100		300		5
6	83	215	92	317	92	92	92	2534	50	0	0	0	10	100		300		5
6	84	218	93	323	93	93	93	2578	50	0	0	0	10	100		300		5
6	85	222	94	328	94	94	94	2621	50	0	0	0	10	100		300		5
6	86	226	95	333	95	95	95	2664	50	0	0	0	10	100		300		5
6	87	229	96	339	96	96	96	2707	50	0	0	0	10	100		300		5
6	88	233	97	344	97	97	97	2750	50	0	0	0	10	100		300		5
6	89	236	98	350	98	98	98	2794	50	0	0	0	10	100		300		5
6	90	240	99	355	99	99	99	2837	50	0	0	0	10	100		300		5
6	91	244	100	360	100	100	100	2880	50	0	0	0	10	100		300		5
6	92	247	101	366	101	101	101	2923	50	0	0	0	10	100		300		5
6	93	251	102	371	102	102	102	2966	50	0	0	0	10	100		300		5
6	94	254	103	377	103	103	103	3010	50	0	0	0	10	100		300		5
6	95	258	104	382	104	104	104	3053	50	0	0	0	10	100		300		5
6	96	262	105	387	105	105	105	3096	50	0	0	0	10	100		300		5
6	97	265	106	393	106	106	106	3139	50	0	0	0	10	100		300		5
6	98	269	107	398	107	107	107	3182	50	0	0	0	10	100		300		5
6	99	272	108	404	108	108	108	3226	50	0	0	0	10	100		300		5
6	100	276	109	409	109	109	109	3269	50	0	0	0	10	100		300		5
6	101	281	110	416	110	110	110	3326	50	0	0	0	10	100		300		5
6	102	286	111	423	111	111	111	3384	50	0	0	0	10	100		300		5
6	103	290	112	431	112	112	112	3442	50	0	0	0	10	100		300		5
6	104	295	113	438	113	113	113	3499	50	0	0	0	10	100		300		5
6	105	300	114	445	114	114	114	3557	50	0	0	0	10	100		300		5
6	106	305	115	452	115	115	115	3614	50	0	0	0	10	100		300		5
6	107	310	116	459	116	116	116	3672	50	0	0	0	10	100		300		5
6	108	314	117	467	117	117	117	3730	50	0	0	0	10	100		300		5
6	109	319	118	474	118	118	118	3787	50	0	0	0	10	100		300		5
6	110	324	119	481	119	119	119	3845	50	0	0	0	10	100		300		5
6	111	329	120	488	120	120	120	3902	50	0	0	0	10	100		300		5
6	112	334	121	495	121	121	121	3960	50	0	0	0	10	100		300		5
6	113	338	122	503	122	122	122	4018	50	0	0	0	10	100		300		5
6	114	343	123	510	123	123	123	4075	50	0	0	0	10	100		300		5
6	115	348	124	517	124	124	124	4133	50	0	0	0	10	100		300		5
6	116	353	125	524	125	125	125	4190	50	0	0	0	10	100		300		5
6	117	358	126	531	126	126	126	4248	50	0	0	0	10	100		300		5
6	118	362	127	539	127	127	127	4306	50	0	0	0	10	100		300		5
6	119	367	128	546	128	128	128	4363	50	0	0	0	10	100		300		5
6	120	372	129	553	129	129	129	4421	50	0	0	0	10	100		300		5
6	121	377	130	560	130	130	130	4478	50	0	0	0	10	100		300		5
6	122	382	131	567	131	131	131	4536	50	0	0	0	10	100		300		5
6	123	386	132	575	132	132	132	4594	50	0	0	0	10	100		300		5
6	124	391	133	582	133	133	133	4651	50	0	0	0	10	100		300		5
6	125	396	134	589	134	134	134	4709	50	0	0	0	10	100		300		5
6	126	401	135	596	135	135	135	4766	50	0	0	0	10	100		300		5
6	127	406	136	603	136	136	136	4824	50	0	0	0	10	100		300		5
6	128	410	137	611	137	137	137	4882	50	0	0	0	10	100		300		5
6	129	415	138	618	138	138	138	4939	50	0	0	0	10	100		300		5
6	130	420	139	625	139	139	139	4997	50	0	0	0	10	100		300		5
6	131	425	140	632	140	140	140	5054	50	0	0	0	10	100		300		5
6	132	430	141	639	141	141	141	5112	50	0	0	0	10	100		300		5
6	133	434	142	647	142	142	142	5170	50	0	0	0	10	100		300		5
6	134	439	143	654	143	143	143	5227	50	0	0	0	10	100		300		5
6	135	444	144	661	144	144	144	5285	50	0	0	0	10	100		300		5
6	136	449	145	668	145	145	145	5342	50	0	0	0	10	100		300		5
6	137	454	146	675	146	146	146	5400	50	0	0	0	10	100		300		5
6	138	458	147	683	147	147	147	5458	50	0	0	0	10	100		300		5
6	139	463	148	690	148	148	148	5515	50	0	0	0	10	100		300		5
6	140	468	149	697	149	149	149	5573	50	0	0	0	10	100		300		5
6	141	474	150	706	150	150	150	5645	50	0	0	0	10	100		300		5
6	142	480	151	715	151	151	151	5717	50	0	0	0	10	100		300		5
6	143	486	152	724	152	152	152	5789	50	0	0	0	10	100		300		5
6	144	492	153	733	153	153	153	5861	50	0	0	0	10	100		300		5
6	145	498	154	742	154	154	154	5933	50	0	0	0	10	100		300		5
6	146	504	155	751	155	155	155	6005	50	0	0	0	10	100		300		5
6	147	510	156	760	156	156	156	6077	50	0	0	0	10	100		300		5
6	148	516	157	769	157	157	157	6149	50	0	0	0	10	100		300		5
6	149	522	158	778	158	158	158	6221	50	0	0	0	10	100		300		5
6	150	528	159	787	159	159	159	6293	50	0	0	0	10	100		300		5
