id	名称	类型	子类型	品质	职业	对应绑定物品ID	对应不绑定物品ID	是否可使用	全部使用	不可丢弃	不可出售	售价-银贝	售价-金贝	售价-碧玉	关联商会道具ID	贵重物品	是否绑定	是否可寄售	获得后自动使用	获得后提示使用	使用等级	叠加数量	使用后冷却	合成ID	分解产物	道具耐久	触发事件	资质提升下限	资质提升上限	成长提升下限	成长提升上限	悟性提升	灵兽资质要求	使用次数限制	转化值下限	转化值上限	吟唱时间	奖励ID	灵兽技能	激活宠物	激活法宝	附魂ID	增加\n血量	获得状态	法宝潜修经验	激活称号ID	获得时装ID	增加时装期限	获得坐骑ID	增加坐骑期限	摇钱树id	摇钱树加速时间	宝图-点集	奖励生活经验	生活技能使用等级限制	图标	用途	描述	获取途径
3151	主角经验丹（测试）	1	0	4	-1			1			1						0				1	99																10014																		ui_DanYao	功能：获得经验	使用后可获得#[G2]10000点#n经验值	
3152	金币宝袋	1	0	4	-1			1			1						0				1	99																10015																		ui_QianDai	功能：获得银贝	使用后可获得#[G2]10000#n银贝	
3153	入口源代码	1	0	4	-1			1			1						0				1	99																																		Skill_Books_1	功能：进入时空漏洞	进入时空漏洞必备。\n每次消耗一份。	
3154	氏族修炼丹	1	9	2				1			1						1				1	500																																		shizu_xiulian	功能：增加修炼进度	使用后可提升氏族修炼进度	
3155	氏族宝典（测试）	1	0	4	-1			1			1						1				1	99																3155																		Skill_Books_2	功能：获得氏族贡献	使用后可获得#[G2]1000#n氏族贡献	
3156	氏族名册	1	0	5	-1			1			1						1				1	1																																		Skill_Books_2	功能：修改氏族名册	可消耗该道具进行修改氏族的名称，只有帮主可使用	
3201	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				30	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3202	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				30	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3203	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				40	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3204	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				40	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3205	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				50	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3206	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				50	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3207	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				60	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3208	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				60	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3209	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				70	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3210	蜃精精魄	1	8	3	-1			1			0	12000			3201		1				70	100																																		yaoshou_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3211	花妖精魄	1	8	3	-1			1			0	12000			3211		1				30	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3212	花妖精魄	1	8	3	-1			1			0	12000			3211		1				30	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3213	花妖精魄	1	8	3	-1			1			0	12000			3211		1				40	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3214	花妖精魄	1	8	3	-1			1			0	12000			3211		1				40	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3215	花妖精魄	1	8	3	-1			1			0	12000			3211		1				50	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3216	花妖精魄	1	8	3	-1			1			0	12000			3211		1				50	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3217	花妖精魄	1	8	3	-1			1			0	12000			3211		1				60	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3218	花妖精魄	1	8	3	-1			1			0	12000			3211		1				60	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3219	花妖精魄	1	8	3	-1			1			0	12000			3211		1				70	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3220	花妖精魄	1	8	3	-1			1			0	12000			3211		1				70	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3221	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				30	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3222	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				30	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3223	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				40	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3224	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				40	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3225	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				50	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3226	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				50	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3227	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				60	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3228	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				60	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3229	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				70	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3230	火光兽精魄	1	8	3	-1			1			0	12000			3221		1				70	100																																		ui_pet_yunhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3231	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				30	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3232	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				30	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3233	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				40	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3234	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				40	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3235	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				50	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3236	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				50	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3237	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				60	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3238	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				60	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3239	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				70	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3240	祸斗兽精魄	1	8	3	-1			1			0	12000			3231		1				70	100																																		ui_pet_shuifu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3241	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				30	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3242	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				30	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3243	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				40	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3244	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				40	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3245	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				50	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3246	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				50	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3247	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				60	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3248	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				60	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3249	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				70	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3250	毕方鸟精魄	1	8	3	-1			1			0	12000			3241		1				70	100																																		ui_pet_hupo_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3251	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				30	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3252	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				30	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3253	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				40	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3254	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				40	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3255	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				50	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3256	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				50	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3257	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				60	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3258	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				60	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3259	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				70	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3260	翼蛇精魄	1	8	3	-1			1			0	12000			3251		1				70	100																																		ui_pet_zhu_1	功能：妖灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3261	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				30	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3262	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				30	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3263	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				40	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3264	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				40	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3265	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				50	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3266	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				50	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3267	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				60	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3268	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				60	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3269	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				70	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3270	隋军士兵精魄	1	8	3	-1			1			0	16000			3261		1				70	100																																		ui_pet_hupo_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3271	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				30	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3272	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				30	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3273	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				40	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3274	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				40	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3275	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				50	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3276	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				50	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3277	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				60	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3278	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				60	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3279	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				70	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3280	隋军弓手精魄	1	8	3	-1			1			0	16000			3271		1				70	100																																		ui_pet_zhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3281	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				30	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3282	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				30	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3283	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				40	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3284	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				40	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3285	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				50	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3286	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				50	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3287	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				60	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3288	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				60	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3289	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				70	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3290	隋军枪兵精魄	1	8	3	-1			1			0	16000			3281		1				70	100																																		ui_pet_yunhu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3291	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				30	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3292	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				30	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3293	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				40	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3294	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				40	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3295	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				50	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3296	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				50	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3297	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				60	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3298	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				60	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3299	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				70	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3300	隋军都尉精魄	1	8	3	-1			1			0	16000			3291		1				70	100																																		ui_pet_shuifu_1	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3301	强盗精魄	1	8	3	-1			1			0	16000			3301		1				30	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3302	强盗精魄	1	8	3	-1			1			0	16000			3301		1				30	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3303	强盗精魄	1	8	3	-1			1			0	16000			3301		1				40	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3304	强盗精魄	1	8	3	-1			1			0	16000			3301		1				40	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3305	强盗精魄	1	8	3	-1			1			0	16000			3301		1				50	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3306	强盗精魄	1	8	3	-1			1			0	16000			3301		1				50	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3307	强盗精魄	1	8	3	-1			1			0	16000			3301		1				60	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3308	强盗精魄	1	8	3	-1			1			0	16000			3301		1				60	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3309	强盗精魄	1	8	3	-1			1			0	16000			3301		1				70	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3310	强盗精魄	1	8	3	-1			1			0	16000			3301		1				70	100																																		renzu_5	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3311	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				30	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3312	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				30	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3313	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				40	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3314	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				40	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3315	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				50	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3316	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				50	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3317	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				60	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3318	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				60	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3319	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				70	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3320	修真道士精魄	1	8	3	-1			1			0	16000			3311		1				70	100																																		renzu_6	功能：人族精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3321	仙女精魄	1	8	4	-1			1			0	96000			3321		1				30	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3322	仙女精魄	1	8	4	-1			1			0	96000			3321		1				30	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3323	仙女精魄	1	8	4	-1			1			0	96000			3321		1				40	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3324	仙女精魄	1	8	4	-1			1			0	96000			3321		1				40	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3325	仙女精魄	1	8	4	-1			1			0	96000			3321		1				50	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3326	仙女精魄	1	8	4	-1			1			0	96000			3321		1				50	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3327	仙女精魄	1	8	4	-1			1			0	96000			3321		1				60	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3328	仙女精魄	1	8	4	-1			1			0	96000			3321		1				60	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3329	仙女精魄	1	8	4	-1			1			0	96000			3321		1				70	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3330	仙女精魄	1	8	4	-1			1			0	96000			3321		1				70	100																																		xianling_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3331	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				30	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3332	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				30	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3333	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				40	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3334	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				40	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3335	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				50	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3336	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				50	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3337	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				60	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3338	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				60	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3339	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				70	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3340	白虎刺客精魄	1	8	4	-1			1			0	96000			3331		1				70	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3341	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				30	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
