id	名称	类型	子类型	装备子类型	检索值	品质	使用等级	装备等级	职业	图标	叠加数量	是否绑定	绑定类型	不可出售	出售价格	耐久度	装备生成类型	分解产物	是否可以重铸	重铸材料1	重铸材料2	重铸银贝数量	是否可以洗炼	凝炼材料1	凝炼材料2	凝炼银贝数量	是否可炼化	物理攻击	法术攻击	物理防御	法术防御	生命值	治疗强度	暴击等级	命中等级	物理穿透等级	法术穿透等级	回避等级	招架等级	暴击防御等级	移动速度加成	基础属性随机范围	定制属性库id	定制属性随机范围	随机属性库id	随机属性条目	随机属性等级	随机属性范围	特效库1id	特效库1几率	特效库2id	特效库2几率	特技1id	特技1几率	特技2id	特技2几率	强化值	觉醒值	觉醒材料	觉醒属性加成	描述	获取途径
15014	50裤子·紫·天剑	4	5	1	51	4	50	50	1	hard_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			182	121				10							0.85,1.15	15014	0.47,0.63	130	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15015	50鞋子·紫·天剑	4	6	1	61	4	50	50	1	hard_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1			76	76								25		2	0.85,1.15	15015	0.47,0.63	130	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15021	50头盔·紫·墨家	4	2	2	22	4	52	50	2	hard_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			124				7						13		0.85,1.15	15021	0.47,0.63	131	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15022	50胸甲·紫·墨家	4	3	2	32	4	50	50	2	hard_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			177	101			7								0.85,1.15	15022	0.47,0.63	131	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15023	50手套·紫·墨家	4	4	2	42	4	52	50	2	hard_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			106						13						0.85,1.15	15023	0.47,0.63	131	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15024	50裤子·紫·墨家	4	5	2	52	4	50	50	2	hard_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			106	91			13								0.85,1.15	15024	0.47,0.63	131	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15025	50鞋子·紫·墨家	4	6	2	62	4	50	50	2	hard_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				76			10							2	0.85,1.15	15025	0.47,0.63	131	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15031	50头盔·紫·鬼谷	4	2	3	23	4	52	50	3	soft_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			101										19		0.85,1.15	15031	0.47,0.63	132	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15032	50胸甲·紫·鬼谷	4	3	3	33	4	50	50	3	soft_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			152	202							13				0.85,1.15	15032	0.47,0.63	132	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15033	50手套·紫·鬼谷	4	4	3	43	4	52	50	3	soft_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			126								13				0.85,1.15	15033	0.47,0.63	132	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15034	50裤子·紫·鬼谷	4	5	3	53	4	50	50	3	soft_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			101	202									19		0.85,1.15	15034	0.47,0.63	132	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15035	50鞋子·紫·鬼谷	4	6	3	63	4	50	50	3	soft_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				101							13			2	0.85,1.15	15035	0.47,0.63	132	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15041	50头盔·紫·七曜	4	2	4	24	4	52	50	4	soft_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			51										19		0.85,1.15	15041	0.47,0.63	133	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15042	50胸甲·紫·七曜	4	3	4	34	4	50	50	4	soft_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			101	227				10							0.85,1.15	15042	0.47,0.63	133	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15043	50手套·紫·七曜	4	4	4	44	4	52	50	4	soft_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			63							13					0.85,1.15	15043	0.47,0.63	133	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15044	50裤子·紫·七曜	4	5	4	54	4	50	50	4	soft_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			63	202				13							0.85,1.15	15044	0.47,0.63	133	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15045	50鞋子·紫·七曜	4	6	4	64	4	50	50	4	soft_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				101						13				2	0.85,1.15	15045	0.47,0.63	133	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15081	50物攻项链·紫	4	7	0	70	4	52	50	-1	xianglian1	1							27191	1	1102|1		20000	1	1151|1		30000	1					600		19								0.85,1.15	15081	0.47,0.63	107	1:70,2:28,3:2	50	0.47,0.63	5	0	13	10					8					
15082	50法攻项链·紫	4	7	0	70	4	52	50	-1	xianglian1	1							27191	1	1102|1		20000	1	1151|1		30000	1					600		19								0.85,1.15	15082	0.47,0.63	108	1:70,2:28,3:2	50	0.47,0.63	6	0	14	10					8					
15083	50物攻戒指·紫	4	8	1	81	4	55	50	-1	ring1	1							27191	1	1102|1		20000	1	1151|1		30000	1	43							19							0.85,1.15	15083	0.47,0.63	109	1:70,2:28,3:2	50	0.47,0.63	7	0	15	10					8					
15084	50法攻戒指·紫	4	8	2	82	4	55	50	-1	ring1	1							27191	1	1102|1		20000	1	1151|1		30000	1		43						19							0.85,1.15	15084	0.47,0.63	110	1:70,2:28,3:2	50	0.47,0.63	6	0	14	10					8					
15085	50物攻饰品·紫	4	9	1	91	4	55	50	-1	shipin1	1							27191	1	1102|1		20000	1	1151|1		30000	1					600				22						0.85,1.15	15085	0.47,0.63	111	1:70,2:28,3:2	50	0.47,0.63	7	0	15	10					8					
15086	50法攻饰品·紫	4	9	2	92	4	55	50	-1	shipin1	1							27191	1	1102|1		20000	1	1151|1		30000	1					600					22					0.85,1.15	15086	0.47,0.63	112	1:70,2:28,3:2	50	0.47,0.63	6	0	14	10					8					
16001	50级剑·橙	4	1	1	11	5	50	50	1	tianjian1	1							27201	1	1102|2		20000	1	1151|3		30000	1	264							49							0.85,1.15	16001	0.63,0.85	201	1:70,2:28,3:2	50	0.63,0.85	31	10	39	15					10					
16002	50级短剑·橙	4	1	2	12	5	50	50	2	mojia1	1							27201	1	1102|2		20000	1	1151|3		30000	1	337						43								0.85,1.15	16002	0.63,0.85	202	1:70,2:28,3:2	50	0.63,0.85	31	10	39	15					10					
16003	50级法器·橙	4	1	3	13	5	50	50	3	guigu1	1							27201	1	1102|2		20000	1	1151|3		30000	1		293				264		49							0.85,1.15	16003	0.63,0.85	203	1:70,2:28,3:2	50	0.63,0.85	33	10	40	15					10					
16004	50级环·橙	4	1	4	14	5	50	50	4		1							27201	1	1102|2		20000	1	1151|3		30000	1		381					49								0.85,1.15	16004	0.63,0.85	204	1:70,2:28,3:2	50	0.63,0.85	32	10	40	15					10					
16005	50级弓·橙	4	1	5	15	5	50	50	5		1							27201	1	1102|2		20000	1	1151|3		30000	1	293								43						0.85,1.15	16005	0.63,0.85	205	1:70,2:28,3:2	50	0.63,0.85	31	10	39	15					10					
16006	50级枪·橙	4	1	6	16	5	50	50	6		1							27201	1	1102|2		20000	1	1151|3		30000	1	293								43						0.85,1.15	16006	0.63,0.85	206	1:70,2:28,3:2	50	0.63,0.85	31	10	39	15					10					
16011	50头盔·橙·天剑	4	2	1	21	5	52	50	1	hard_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			213	91								49			0.85,1.15	16011	0.63,0.85	230	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16012	50胸甲·橙·天剑	4	3	1	31	5	50	50	1	hard_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			328	152											0.85,1.15	16012	0.63,0.85	230	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16013	50手套·橙·天剑	4	4	1	41	5	52	50	1	hard_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			219	91								49			0.85,1.15	16013	0.63,0.85	230	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16014	50裤子·橙·天剑	4	5	1	51	5	50	50	1	hard_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			219	146				19							0.85,1.15	16014	0.63,0.85	230	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16015	50鞋子·橙·天剑	4	6	1	61	5	50	50	1	hard_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1			91	91								49		4	0.85,1.15	16015	0.63,0.85	230	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16021	50头盔·橙·墨家	4	2	2	22	5	52	50	2	hard_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			149				13						25		0.85,1.15	16021	0.63,0.85	231	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16022	50胸甲·橙·墨家	4	3	2	32	5	50	50	2	hard_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			213	122			13								0.85,1.15	16022	0.63,0.85	231	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16023	50手套·橙·墨家	4	4	2	42	5	52	50	2	hard_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			128						25						0.85,1.15	16023	0.63,0.85	231	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16024	50裤子·橙·墨家	4	5	2	52	5	50	50	2	hard_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			128	110			25								0.85,1.15	16024	0.63,0.85	231	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16025	50鞋子·橙·墨家	4	6	2	62	5	50	50	2	hard_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				91			19							4	0.85,1.15	16025	0.63,0.85	231	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16031	50头盔·橙·鬼谷	4	2	3	23	5	52	50	3	soft_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			122										37		0.85,1.15	16031	0.63,0.85	232	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16032	50胸甲·橙·鬼谷	4	3	3	33	5	50	50	3	soft_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			182	243							25				0.85,1.15	16032	0.63,0.85	232	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16033	50手套·橙·鬼谷	4	4	3	43	5	52	50	3	soft_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			152								25				0.85,1.15	16033	0.63,0.85	232	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16034	50裤子·橙·鬼谷	4	5	3	53	5	50	50	3	soft_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			122	243									37		0.85,1.15	16034	0.63,0.85	232	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16035	50鞋子·橙·鬼谷	4	6	3	63	5	50	50	3	soft_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				122							25			4	0.85,1.15	16035	0.63,0.85	232	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16041	50头盔·橙·七曜	4	2	4	24	5	52	50	4	soft_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			61										37		0.85,1.15	16041	0.63,0.85	233	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16042	50胸甲·橙·七曜	4	3	4	34	5	50	50	4	soft_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			122	273				19							0.85,1.15	16042	0.63,0.85	233	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16043	50手套·橙·七曜	4	4	4	44	5	52	50	4	soft_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			76							25					0.85,1.15	16043	0.63,0.85	233	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16044	50裤子·橙·七曜	4	5	4	54	5	50	50	4	soft_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			76	243				25							0.85,1.15	16044	0.63,0.85	233	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16045	50鞋子·橙·七曜	4	6	4	64	5	50	50	4	soft_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				122						25				4	0.85,1.15	16045	0.63,0.85	233	1:70,2:28,3:2	50	0.63,0.85	34	10	42	15					10					
16081	50物攻项链·橙	4	7	0	70	5	52	50	-1	xianglian1	1							27201	1	1102|2		20000	1	1151|3		30000	1					722		37								0.85,1.15	16081	0.63,0.85	207	1:70,2:28,3:2	50	0.63,0.85	35	10	43	15					10					
16082	50法攻项链·橙	4	7	0	70	5	52	50	-1	xianglian1	1							27201	1	1102|2		20000	1	1151|3		30000	1					722		37								0.85,1.15	16082	0.63,0.85	208	1:70,2:28,3:2	50	0.63,0.85	36	10	44	15					10					
16083	50物攻戒指·橙	4	8	1	81	5	55	50	-1	ring1	1							27201	1	1102|2		20000	1	1151|3		30000	1	52							37							0.85,1.15	16083	0.63,0.85	209	1:70,2:28,3:2	50	0.63,0.85	37	10	45	15					10					
16084	50法攻戒指·橙	4	8	2	82	5	55	50	-1	ring1	1							27201	1	1102|2		20000	1	1151|3		30000	1		52						37							0.85,1.15	16084	0.63,0.85	210	1:70,2:28,3:2	50	0.63,0.85	36	10	44	15					10					
16085	50物攻饰品·橙	4	9	1	91	5	55	50	-1	shipin1	1							27201	1	1102|2		20000	1	1151|3		30000	1					722				43						0.85,1.15	16085	0.63,0.85	211	1:70,2:28,3:2	50	0.63,0.85	37	10	45	15					10					
16086	50法攻饰品·橙	4	9	2	92	5	55	50	-1	shipin1	1							27201	1	1102|2		20000	1	1151|3		30000	1					722					43					0.85,1.15	16086	0.63,0.85	212	1:70,2:28,3:2	50	0.63,0.85	36	10	44	15					10					
17081	50级项链·橙·天剑	4	7	0	70	5	50	45	1	xianglian1	1							27201									1					639		33								1,1	17081	0.63,0.85													10					
17082	50级项链·橙·墨家	4	7	0	70	5	50	45	2	xianglian1	1							27201									1					639		33								1,1	17082	0.63,0.85													10					
17083	50级项链·橙·鬼谷	4	7	0	70	5	50	45	3	xianglian1	1							27201									1					639		33								1,1	17083	0.63,0.85													10					
17084	50级项链·橙·七曜	4	7	0	70	5	50	45	4	xianglian1	1							27201									1					639		33								1,1	17084	0.63,0.85													10					
17154	60级剑·橙	4	1	1	11	5	60	55	1	tianjian1	1							27202										290							55							1,1	17154	0.63,0.85													15					
17155	60级短剑·橙	4	1	2	12	5	60	55	2	mojia1	1							27202										371						48								1,1	17155	0.63,0.85													15					
17156	60级法器·橙	4	1	3	13	5	60	55	3	guigu1	1							27202											323				291		55							1,1	17156	0.63,0.85													15					
17157	60级环·橙	4	1	4	14	5	60	55	4		1							27202											419					55								1,1	17157	0.63,0.85													15					
17158	60级弓·橙	4	1	5	15	5	60	55	5		1							27202										323								48						1,1	17158	0.63,0.85													15					
17159	60级枪·橙	4	1	6	16	5	60	55	6		1							27202										323								48						1,1	17159	0.63,0.85													15					
18401	60级剑	4	1	1	11	2	60	60	1	tianjian1	1				1864													172														0.85,1.15															5					
18402	60级短剑	4	1	2	12	2	60	60	2	mojia1	1				1864													219														0.85,1.15															5					
18403	60级法器	4	1	3	13	2	60	60	3	guigu1	1				1864														191				172									0.85,1.15															5					
18404	60级环	4	1	4	14	2	60	60	4		1				1864														248													0.85,1.15															5					
18405	60级弓	4	1	5	15	2	60	60	5		1				1864													191														0.85,1.15															5					
18406	60级枪	4	1	6	16	2	60	60	6		1				1864													191														0.85,1.15															5					
18407	60级硬头盔	4	2	8	28	2	60	60	1,2	hard_tou1	1				1864															142												0.85,1.15															5					
18408	60级硬胸甲	4	3	8	38	2	60	60	1,2	hard_xiong1	1				1864															182	81											0.85,1.15															5					
18409	60级硬手套	4	4	8	48	2	60	60	1,2	hard_hand1	1				1864															122												0.85,1.15															5					
18410	60级硬裤子	4	5	8	58	2	60	60	1,2	hard_ku1	1				1864															122	81											0.85,1.15															5					
18411	60级硬鞋子	4	6	8	68	2	60	60	1,2	hard_xie1	1				1864																81											0.85,1.15															5					
18412	60级软头盔	4	2	9	29	2	60	60	3,4	soft_tou1	1				1864															81												0.85,1.15															5					
18413	60级软胸甲	4	3	9	39	2	60	60	3,4	soft_xiong1	1				1864															81	182											0.85,1.15															5					
18414	60级软手套	4	4	9	49	2	60	60	3,4	soft_hand1	1				1864															61												0.85,1.15															5					
18415	60级软裤子	4	5	9	59	2	60	60	3,4	soft_ku1	1				1864															61	182											0.85,1.15															5					
18416	60级软鞋子	4	6	9	69	2	60	60	3,4	soft_xie1	1				1864																122											0.85,1.15															5					
18417	60级项链	4	7	0	70	2	60	60	-1	xianglian1	1				1864																	482										0.85,1.15															5					
18418	60级物攻戒指	4	8	1	81	2	60	60	-1	ring1	1				1864													34														0.85,1.15															5					
18419	60级法攻戒指	4	8	2	82	2	60	60	-1	ring1	1				1864														34													0.85,1.15															5					
18420	60级物攻饰品	4	9	1	91	2	60	60	-1	shipin1	1				1864																	482										0.85,1.15															5					
18421	60级法攻饰品	4	9	2	92	2	60	60	-1	shipin1	1				1864																	482										0.85,1.15															5					
18431	60级剑·蓝	4	1	1	11	3	60	60	1	tianjian1	1							27186	1	1102|2		20000	1	1151|2		30000	1	210							9							0.85,1.15		0.43,0.58	11	1:75,2:20,3:5	60	0.43,0.58									10					
18432	60级短剑·蓝	4	1	2	12	3	60	60	2	mojia1	1							27186	1	1102|2		20000	1	1151|2		30000	1	268						8								0.85,1.15		0.43,0.58	12	1:75,2:20,3:5	60	0.43,0.58									10					
18433	60级法器·蓝	4	1	3	13	3	60	60	3	guigu1	1							27186	1	1102|2		20000	1	1151|2		30000	1		233				210		9							0.85,1.15		0.43,0.58	13	1:75,2:20,3:5	60	0.43,0.58									10					
18434	60级环·蓝	4	1	4	14	3	60	60	4		1							27186	1	1102|2		20000	1	1151|2		30000	1		303					9								0.85,1.15		0.43,0.58	14	1:75,2:20,3:5	60	0.43,0.58									10					
18435	60级弓·蓝	4	1	5	15	3	60	60	5		1							27186	1	1102|2		20000	1	1151|2		30000	1	233								8						0.85,1.15		0.43,0.58	15	1:75,2:20,3:5	60	0.43,0.58									10					
18436	60级枪·蓝	4	1	6	16	3	60	60	6		1							27186	1	1102|2		20000	1	1151|2		30000	1	233								8						0.85,1.15		0.43,0.58	16	1:75,2:20,3:5	60	0.43,0.58									10					
18441	60硬头盔·蓝	4	2	8	28	3	60	60	1,2	hard_tou1	1							27186	1	1102|2		20000	1	1151|2		30000	1			173										7		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	60	0.43,0.58									10					
18442	60硬胸甲·蓝	4	3	8	38	3	60	60	1,2	hard_xiong1	1							27186	1	1102|2		20000	1	1151|2		30000	1			223	99								8			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	60	0.43,0.58									10					
18443	60硬手套·蓝	4	4	8	48	3	60	60	1,2	hard_hand1	1							27186	1	1102|2		20000	1	1151|2		30000	1			149									8			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	60	0.43,0.58									10					
18444	60硬裤子·蓝	4	5	8	58	3	60	60	1,2	hard_ku1	1							27186	1	1102|2		20000	1	1151|2		30000	1			149	99									7		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	60	0.43,0.58									10					
18445	60硬鞋子·蓝	4	6	8	68	3	60	60	1,2	hard_xie1	1							27186	1	1102|2		20000	1	1151|2		30000	1				99										1	0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	60	0.43,0.58									10					
18446	60软头盔·蓝	4	2	9	29	3	60	60	3,4	soft_tou1	1							27186	1	1102|2		20000	1	1151|2		30000	1			99										7		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	60	0.43,0.58									10					
18447	60软胸甲·蓝	4	3	9	39	3	60	60	3,4	soft_xiong1	1							27186	1	1102|2		20000	1	1151|2		30000	1			99	223								8			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	60	0.43,0.58									10					
18448	60软手套·蓝	4	4	9	49	3	60	60	3,4	soft_hand1	1							27186	1	1102|2		20000	1	1151|2		30000	1			75									8			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	60	0.43,0.58									10					
18449	60软裤子·蓝	4	5	9	59	3	60	60	3,4	soft_ku1	1							27186	1	1102|2		20000	1	1151|2		30000	1			75	223									7		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	60	0.43,0.58									10					
18450	60软鞋子·蓝	4	6	9	69	3	60	60	3,4	soft_xie1	1							27186	1	1102|2		20000	1	1151|2		30000	1				149										1	0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	60	0.43,0.58									10					
18451	60级项链·蓝	4	7	0	70	3	60	60	-1	xianglian1	1							27186	1	1102|2		20000	1	1151|2		30000	1					589		7								0.85,1.15		0.43,0.58	27	1:75,2:20,3:5	60	0.43,0.58									10					
18452	60物攻戒指·蓝	4	8	1	81	3	60	60	-1	ring1	1							27186	1	1102|2		20000	1	1151|2		30000	1	42							7							0.85,1.15		0.43,0.58	28	1:75,2:20,3:5	60	0.43,0.58									10					
18453	60法攻戒指·蓝	4	8	2	82	3	60	60	-1	ring1	1							27186	1	1102|2		20000	1	1151|2		30000	1		42						7							0.85,1.15		0.43,0.58	29	1:75,2:20,3:5	60	0.43,0.58									10					
18454	60物攻饰品·蓝	4	9	1	91	3	60	60	-1	shipin1	1							27186	1	1102|2		20000	1	1151|2		30000	1					589				8						0.85,1.15		0.43,0.58	30	1:75,2:20,3:5	60	0.43,0.58									10					
18455	60法攻饰品·蓝	4	9	2	92	3	60	60	-1	shipin1	1							27186	1	1102|2		20000	1	1151|2		30000	1					589					8					0.85,1.15		0.43,0.58	31	1:75,2:20,3:5	60	0.43,0.58									10					
20001	60级剑·紫	4	1	1	11	4	60	60	1	tianjian1	1							27192	1	1102|5		20000	1	1151|5		30000	1	264							30							0.85,1.15	20001	0.47,0.63	101	1:70,2:28,3:2	60	0.47,0.63	1	0	9	10					12					
20002	60级短剑·紫	4	1	2	12	4	60	60	2	mojia1	1							27192	1	1102|5		20000	1	1151|5		30000	1	337						27								0.85,1.15	20002	0.47,0.63	102	1:70,2:28,3:2	60	0.47,0.63	1	0	9	10					12					
20003	60级法器·紫	4	1	3	13	4	60	60	3	guigu1	1							27192	1	1102|5		20000	1	1151|5		30000	1		293				264		30							0.85,1.15	20003	0.47,0.63	103	1:70,2:28,3:2	60	0.47,0.63	3	0	10	10					12					
20004	60级环·紫	4	1	4	14	4	60	60	4		1							27192	1	1102|5		20000	1	1151|5		30000	1		381					30								0.85,1.15	20004	0.47,0.63	104	1:70,2:28,3:2	60	0.47,0.63	2	0	10	10					12					
20005	60级弓·紫	4	1	5	15	4	60	60	5		1							27192	1	1102|5		20000	1	1151|5		30000	1	293								27						0.85,1.15	20005	0.47,0.63	105	1:70,2:28,3:2	60	0.47,0.63	1	0	9	10					12					
20006	60级枪·紫	4	1	6	16	4	60	60	6		1							27192	1	1102|5		20000	1	1151|5		30000	1	293								27						0.85,1.15	20006	0.47,0.63	106	1:70,2:28,3:2	60	0.47,0.63	1	0	9	10					12					
20011	60头盔·紫·天剑	4	2	1	21	4	62	60	1	hard_tou1	1							27192	1	1102|5		20000	1	1151|5		30000	1			217	93								30			0.85,1.15	20011	0.47,0.63	130	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20012	60胸甲·紫·天剑	4	3	1	31	4	60	60	1	hard_xiong1	1							27192	1	1102|5		20000	1	1151|5		30000	1			335	155											0.85,1.15	20012	0.47,0.63	130	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20013	60手套·紫·天剑	4	4	1	41	4	62	60	1	hard_hand1	1							27192	1	1102|5		20000	1	1151|5		30000	1			224	93								30			0.85,1.15	20013	0.47,0.63	130	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20014	60裤子·紫·天剑	4	5	1	51	4	60	60	1	hard_ku1	1							27192	1	1102|5		20000	1	1151|5		30000	1			224	149				12							0.85,1.15	20014	0.47,0.63	130	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20015	60鞋子·紫·天剑	4	6	1	61	4	60	60	1	hard_xie1	1							27192	1	1102|5		20000	1	1151|5		30000	1			93	93								30		2	0.85,1.15	20015	0.47,0.63	130	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20021	60头盔·紫·墨家	4	2	2	22	4	62	60	2	hard_tou1	1							27192	1	1102|5		20000	1	1151|5		30000	1			152				8						15		0.85,1.15	20021	0.47,0.63	131	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20022	60胸甲·紫·墨家	4	3	2	32	4	60	60	2	hard_xiong1	1							27192	1	1102|5		20000	1	1151|5		30000	1			217	124			8								0.85,1.15	20022	0.47,0.63	131	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20023	60手套·紫·墨家	4	4	2	42	4	62	60	2	hard_hand1	1							27192	1	1102|5		20000	1	1151|5		30000	1			131						15						0.85,1.15	20023	0.47,0.63	131	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20024	60裤子·紫·墨家	4	5	2	52	4	60	60	2	hard_ku1	1							27192	1	1102|5		20000	1	1151|5		30000	1			131	112			15								0.85,1.15	20024	0.47,0.63	131	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20025	60鞋子·紫·墨家	4	6	2	62	4	60	60	2	hard_xie1	1							27192	1	1102|5		20000	1	1151|5		30000	1				93			12							2	0.85,1.15	20025	0.47,0.63	131	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20031	60头盔·紫·鬼谷	4	2	3	23	4	62	60	3	soft_tou1	1							27192	1	1102|5		20000	1	1151|5		30000	1			124										23		0.85,1.15	20031	0.47,0.63	132	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20032	60胸甲·紫·鬼谷	4	3	3	33	4	60	60	3	soft_xiong1	1							27192	1	1102|5		20000	1	1151|5		30000	1			186	248							15				0.85,1.15	20032	0.47,0.63	132	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20033	60手套·紫·鬼谷	4	4	3	43	4	62	60	3	soft_hand1	1							27192	1	1102|5		20000	1	1151|5		30000	1			155								15				0.85,1.15	20033	0.47,0.63	132	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20034	60裤子·紫·鬼谷	4	5	3	53	4	60	60	3	soft_ku1	1							27192	1	1102|5		20000	1	1151|5		30000	1			124	248									23		0.85,1.15	20034	0.47,0.63	132	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20035	60鞋子·紫·鬼谷	4	6	3	63	4	60	60	3	soft_xie1	1							27192	1	1102|5		20000	1	1151|5		30000	1				124							15			2	0.85,1.15	20035	0.47,0.63	132	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20041	60头盔·紫·七曜	4	2	4	24	4	62	60	4	soft_tou1	1							27192	1	1102|5		20000	1	1151|5		30000	1			62										23		0.85,1.15	20041	0.47,0.63	133	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20042	60胸甲·紫·七曜	4	3	4	34	4	60	60	4	soft_xiong1	1							27192	1	1102|5		20000	1	1151|5		30000	1			124	279				12							0.85,1.15	20042	0.47,0.63	133	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
